role,salary_clean,Job Description,Rating,company_name,location,Headquarters,size_category,founded,ownership_category,Industry,Sector,revenue_category,competitors
Data Scientist,154000.0,"[0.022655552253127098, -0.008927042596042156, 0.009409039281308651, 0.017309505492448807, -0.04764389991760254, -0.056291863322257996, -0.08431312441825867, 0.0025963459629565477, -0.0516570545732975, -0.013474910520017147, -0.07510922104120255, -0.005323963239789009, 0.009498761966824532, 0.007232992444187403, -0.05141472816467285, 0.04885723814368248, -0.01068025827407837, -0.047545239329338074, -0.09523842483758926, -0.06572696566581726, -0.01078976783901453, 0.044006749987602234, 0.016562113538384438, -0.0067704813554883, -0.022528883069753647, -0.048742927610874176, 0.013636758551001549, -0.04006122425198555, -0.07743814587593079, 0.003644559532403946, 0.04221552237868309, -0.03903123363852501, 0.06351685523986816, 0.08536864072084427, -0.10578442364931107, 0.04196425527334213, 0.01139576081186533, 0.027468686923384666, 0.016290025785565376, 0.057442426681518555, -0.07073338329792023, -0.05054614692926407, -0.03974088653922081, 0.009816789999604225, 0.03315587714314461, -0.047332488000392914, -0.07698974013328552, -0.04896903783082962, 0.024015488103032112, 0.07656502723693848, -0.08841515332460403, -0.06301628053188324, 0.021569568663835526, 0.062388621270656586, -0.015039023943245411, 0.012067722156643867, -0.001803967752493918, -0.04022262617945671, -0.023237140849232674, -0.03570597246289253, -0.00048826521378941834, -0.02127096801996231, -0.006075899116694927, 0.0026209033094346523, -0.025666095316410065, -0.03220894932746887, 0.00451162364333868, 0.01866203546524048, -0.05728583037853241, 0.006455948576331139, -0.045649077743291855, -0.02964647114276886, -0.09570340067148209, 0.06750263273715973, 0.010180428624153137, -0.0014994159573689103, 0.04688076302409172, 0.028649000450968742, 0.10871600359678268, -0.05171316862106323, 0.08061039447784424, 0.055217545479536057, -0.012782701291143894, 0.09108590334653854, -0.0100209666416049, -0.02023123949766159, -0.02405107207596302, 0.04669097065925598, -0.042455725371837616, -0.015605450607836246, 0.042808759957551956, 0.023400327190756798, -0.010741062462329865, -0.032302919775247574, 0.0026350931730121374, 0.003859137184917927, -0.03365320712327957, -0.021848689764738083, 0.021109046414494514, -0.007804541382938623, -0.013147844932973385, 0.008874603547155857, 0.06271640956401825, 0.0468636080622673, -0.09443777799606323, -0.09088499844074249, 0.015566174872219563, 0.04665842279791832, -0.023442378267645836, 0.019552432000637054, 0.03331952169537544, 0.0209774412214756, -0.07758815586566925, -0.003667597658932209, -0.001237240037880838, -0.0027986904606223106, -0.09317264705896378, 0.0005914639914408326, -0.026347853243350983, 0.043715957552194595, -0.012322597205638885, 0.06524869054555893, 0.016267914324998856, -0.057084254920482635, 0.016995452344417572, 0.02208937518298626, -0.09385286271572113, 7.16260372835095e-33, 0.03987860307097435, 0.00875397864729166, 0.05232362821698189, 0.11602053046226501, -0.017756616696715355, 0.020450154319405556, -0.05308561027050018, -0.006286321673542261, -0.027308020740747452, 0.050159137696027756, -0.04593869298696518, 0.10089723020792007, 0.014314222149550915, 0.016213195398449898, -0.05982815846800804, 0.024896254763007164, -0.005555867683142424, 0.07721290737390518, -0.07534044235944748, 0.09159345179796219, 0.060025688260793686, -0.06212320923805237, -0.028864480555057526, 0.04293571040034294, 0.054981112480163574, 0.03598151355981827, 0.018366621807217598, -0.007153869140893221, 0.042137715965509415, -5.164837421034463e-05, -0.07391712069511414, -0.003651553299278021, -0.08256999403238297, -0.060403332114219666, -0.01052145753055811, -0.004906332585960627, -0.06320745497941971, -0.08156024664640427, 0.06473059207201004, -0.005177708808332682, -0.06044022738933563, 0.02772524394094944, -0.009161384776234627, 0.024641234427690506, -0.08003702014684677, -0.003524522762745619, 0.049269817769527435, -0.0387430377304554, 0.05098380148410797, 0.0036180801689624786, -0.08602286130189896, -0.10830208659172058, 0.03671072795987129, -0.0036587491631507874, -0.06820254027843475, 0.05941860377788544, 0.002473642583936453, -0.11411499232053757, 0.01797538623213768, 0.015876680612564087, 0.01866421289741993, -0.002823901129886508, -0.07692606747150421, 0.008453846909105778, -0.014585811644792557, -0.03822929784655571, 0.01157327089458704, 0.031890060752630234, 0.14640511572360992, 0.055167727172374725, -0.021961651742458344, -0.009825349785387516, 0.09191372245550156, 0.013894632458686829, 0.030864721164107323, 0.02355664037168026, -0.005895314272493124, -0.047610651701688766, 0.05850910395383835, 0.023029005154967308, -0.023937957361340523, -0.016036583110690117, 0.014396190643310547, 0.00856745894998312, 0.008685297332704067, 0.03259623795747757, -0.02039049193263054, -0.0005930703482590616, -0.12861984968185425, 0.016935531049966812, -0.11515286564826965, 0.054943397641181946, -0.003802069928497076, 0.07500384002923965, -0.025515267625451088, -1.0341813423490262e-32, -0.01851101592183113, 0.0333414264023304, 0.052349772304296494, -0.014655322767794132, 0.11313628405332565, 0.008021768182516098, -0.009306018240749836, -0.10757309198379517, 0.10650195926427841, -0.09667805582284927, 0.02629336155951023, 0.038114018738269806, 0.00922339502722025, 0.046471890062093735, 0.013944488950073719, 0.044760871678590775, -0.07711457461118698, -0.030578842386603355, -0.06344573944807053, -0.00450242729857564, -0.06397580355405807, 0.054462481290102005, -0.020030096173286438, 0.018443752080202103, -0.02533644251525402, 0.01256853248924017, 0.003177451901137829, -0.04651820287108421, 0.05083434656262398, -0.025869010016322136, -0.07938526570796967, -0.05458497628569603, 0.025408877059817314, -0.036125753074884415, -0.05718086287379265, -0.005177903454750776, 0.05429426208138466, -0.1256488710641861, 0.01800462417304516, 0.027248350903391838, 0.11441819369792938, 0.016077769920229912, -0.022227976471185684, -0.04343559965491295, 0.048837874084711075, 0.02498796209692955, 0.012640351429581642, 0.025983408093452454, 0.0020892175380140543, -0.047089993953704834, -0.008965684100985527, 0.012593569234013557, -0.04806141555309296, 0.06418801844120026, 0.008332628756761551, -0.035763878375291824, 0.036445703357458115, -0.11434361338615417, -0.005661113187670708, 0.003250324400141835, 0.026823239400982857, 0.04471167176961899, 0.05359086021780968, 0.06841660290956497, -0.054557885974645615, -0.0076933810487389565, 0.11438178271055222, -0.08749009668827057, -0.0675082579255104, -0.02970101125538349, -0.008869636803865433, -0.045393820852041245, 0.013499119319021702, -0.054929427802562714, 0.018762946128845215, -0.05839654058218002, -0.11065108329057693, -0.08202970027923584, -0.08556859195232391, 0.04735128581523895, 0.0011852591997012496, -0.09833236783742905, -0.022361833602190018, 0.04051356390118599, 0.03564656525850296, 0.00011121007992187515, 0.04513929784297943, -0.008315583691000938, -0.0032710260711610317, -0.031867120414972305, -0.1302502155303955, -0.025321224704384804, -0.09534136205911636, 0.017107145860791206, -0.05061810836195946, -6.780482664225929e-08, 0.004339237697422504, 0.04787246510386467, 0.04324980080127716, -0.035861097276210785, -0.005448639392852783, -0.02691776119172573, -0.04948390647768974, 0.09978926181793213, 0.08012661337852478, 0.0451672300696373, 0.08135925978422165, 0.043063510209321976, -0.04491429403424263, -0.08396876603364944, 0.14901530742645264, -0.004538764711469412, -0.0004512073937803507, 0.09131164103746414, -0.017740460112690926, 0.011113586835563183, 0.0036162077449262142, -0.02235800214111805, 0.003244497114792466, -0.014418242499232292, 0.06565994769334793, -0.07401309162378311, -0.013009042479097843, 0.07620549201965332, -0.019479965791106224, 0.005618935450911522, -0.005461710039526224, 0.008464439772069454, 0.026540860533714294, 0.0018405788578093052, -0.020218774676322937, -0.07121077924966812, 0.10935322195291519, -0.03599446266889572, 0.042228177189826965, 0.056079622358083725, -0.021195417270064354, 0.06577937304973602, -0.04129210114479065, 0.07857981324195862, 0.003574563190340996, 0.006828400772064924, -0.020148608833551407, 0.016967615112662315, 0.017490901052951813, 0.0310670118778944, 0.04875446483492851, 0.02108222059905529, 0.03994094207882881, 0.10628363490104675, 0.02277853526175022, 0.13511791825294495, -0.0014417624333873391, 0.025278715416789055, -0.04311511293053627, 0.032893527299165726, 0.077608622610569, -0.09868450462818146, -0.035229671746492386, -0.019794028252363205]",3.1,Healthfirst,NY,"New York, NY",Small,33,Nonprofit,Insurance Carriers,Insurance,Unknown,"EmblemHealth, UnitedHealth Group, Aetna"
Data Scientist,154000.0,"[-0.02530224248766899, 0.04618411138653755, -0.09321707487106323, -0.018079064786434174, -0.05410381034016609, -0.05620447173714638, 0.014633584767580032, 0.008629247546195984, -0.07933138310909271, 0.027357446029782295, -0.06343915313482285, -0.060776691883802414, 0.08741672337055206, 0.03900356963276863, -0.0853414312005043, 0.027386443689465523, -0.018025176599621773, -0.130514994263649, -0.0036921100690960884, -0.03033209964632988, 0.009038694202899933, -0.03752778470516205, -0.02016107365489006, -0.08165038377046585, -0.08397409319877625, -0.037772808223962784, 0.017111236229538918, -0.03196394443511963, -0.004072137176990509, -0.0642051249742508, 0.005805337801575661, 0.027499064803123474, 0.040701232850551605, 0.07892107963562012, -0.012940398417413235, 0.03839275240898132, 0.0205093827098608, 0.009044350124895573, 0.028385208919644356, -2.337528894713614e-05, -0.052817024290561676, -0.09028147906064987, -0.05834788456559181, 0.0106020737439394, -0.0015406827442348003, -0.026150604709982872, 0.0027183392085134983, 0.011033976450562477, 0.023503875359892845, 0.04820121452212334, -0.14596708118915558, 0.006216832902282476, 0.01177922822535038, -0.009959244169294834, 0.05417293682694435, -0.014523166231811047, 0.026005150750279427, -0.02037852071225643, -0.008234691806137562, -0.00252354983240366, 0.0851939469575882, -0.006265930365771055, -0.02131880819797516, 0.033887580037117004, 0.0029187770560383797, -0.020930465310811996, -0.018053799867630005, 0.07106651365756989, 0.0022806294728070498, 0.0014116530073806643, 0.02853328362107277, -0.047535549849271774, -0.13674932718276978, -0.016114218160510063, 0.012469572015106678, 0.029495779424905777, -0.05147573724389076, -0.010102761909365654, 0.08008915930986404, -0.039048146456480026, 0.07821155339479446, 0.04191989079117775, -0.015408135019242764, 0.07084552943706512, -0.03778794780373573, -0.03158006817102432, -0.037311915308237076, 0.019841842353343964, 0.048858676105737686, 0.03904912993311882, 0.03174436464905739, 0.00551677355542779, -0.01190340518951416, -0.022717269137501717, 0.005078806076198816, -0.03773093223571777, -0.028917726129293442, 0.022745052352547646, -0.011701123788952827, 0.056112658232450485, 0.03366871178150177, 0.018935590982437134, -0.0007370341336354613, -0.01824134774506092, -0.12517690658569336, -0.014668753370642662, 0.09363849461078644, 0.052104562520980835, 0.016765281558036804, 0.04442309960722923, -0.0428992435336113, 0.0385310985147953, -0.09411665797233582, -0.041108306497335434, 0.004109426401555538, -0.051995258778333664, -0.124191515147686, 0.05294378474354744, -0.010090786032378674, 0.009479888714849949, 0.003247328568249941, 0.11412914097309113, 0.007738171145319939, -0.0327722392976284, 0.043622106313705444, 0.01969505287706852, -0.08623890578746796, 4.742907014558828e-33, -0.04678305611014366, 0.0875924751162529, -0.012043998576700687, 0.08317583799362183, -0.08634527027606964, -0.017799479886889458, -0.01797158643603325, 0.008377772755920887, -0.06065666303038597, 0.09967509657144547, -0.02605675347149372, 0.11858227849006653, 0.01769179292023182, 0.018035002052783966, 0.06578129529953003, -0.05206233635544777, -0.013293246738612652, 0.04209016636013985, -0.030185377225279808, 0.037665076553821564, 0.08562527596950531, -0.08036257326602936, 0.03900744765996933, 0.009276747703552246, 0.14078018069267273, 0.025201305747032166, 0.04218754917383194, 0.009291046299040318, 0.022394007071852684, 0.03416873887181282, -0.016853364184498787, 0.01461209636181593, -0.07762143760919571, -0.0234859399497509, 0.04023396596312523, -0.026517506688833237, -0.03417264297604561, -0.07887598127126694, 0.0132991261780262, 0.0434408076107502, -0.0017337786266580224, 0.058348216116428375, -0.03025967627763748, 0.032757360488176346, -0.07950129359960556, 0.014124590903520584, 0.04574663192033768, 0.08689268678426743, 0.11445613950490952, -0.0028355885297060013, -0.08453594893217087, -0.04974597319960594, 0.0023462926037609577, -0.07669857889413834, -0.02594052441418171, 0.07803797721862793, 0.02291543409228325, -0.03246988728642464, 0.05417635291814804, 0.02516627125442028, -0.09035881608724594, -0.06979528069496155, -0.05805899575352669, 0.037351109087467194, -0.02383098565042019, -0.03008153848350048, -3.7919151509413496e-05, -0.0036086475010961294, 0.12690451741218567, 0.017392391338944435, -0.047311946749687195, -0.030629757791757584, 0.14533370733261108, -0.021303756162524223, 0.023689452558755875, -0.03565460816025734, -0.019099779427051544, 0.07841968536376953, 0.02652905508875847, 0.038265570998191833, -0.0528390072286129, -0.03904372826218605, 0.03312191367149353, -0.08333899825811386, -0.01753324270248413, 0.04290147125720978, 0.015743158757686615, 0.025443796068429947, -0.07834672927856445, 0.03598590940237045, -0.027321474626660347, 0.010126511566340923, -0.03145068511366844, 0.02310408093035221, -0.019473353400826454, -6.926145692843355e-33, -0.0698656365275383, -0.009151194244623184, -0.005014758091419935, -0.02678859233856201, 0.16664554178714752, 0.006834058556705713, 0.02714582346379757, -0.03375031799077988, 0.06205214560031891, 0.01841113157570362, 0.005714604165405035, 0.008556065149605274, 0.03938769921660423, -0.028140097856521606, -0.03555969148874283, -0.009517745114862919, -0.014706575311720371, 0.007825192995369434, -0.024029703810811043, -0.00518431281670928, -0.07101867347955704, 0.08645788580179214, -0.03528560698032379, -0.04127459600567818, 0.007574056275188923, 0.03545396775007248, -0.0006385451415553689, -0.05870477110147476, 0.0806753933429718, 0.09302262961864471, -0.030427144840359688, -0.08377605676651001, -0.04768646880984306, 0.023468803614377975, -0.057759061455726624, -0.005646280478686094, 0.14505164325237274, -0.01015968807041645, -0.0011284425854682922, 0.033315785229206085, 0.06136457994580269, 0.07589966058731079, -0.024934113025665283, -0.045265082269907, -0.007511795032769442, 0.04725218936800957, -0.056849777698516846, 0.04848829284310341, -0.006281016394495964, -0.019435327500104904, 0.043428149074316025, 0.022696852684020996, -0.018756108358502388, -0.017409224063158035, 0.006609705742448568, -0.0011940635740756989, 0.12221411615610123, -0.044581685215234756, -0.025640251114964485, 0.05561821535229683, -0.008513235487043858, 0.026204479858279228, 0.09264146536588669, 0.037081070244312286, -0.01981278322637081, -0.04225797578692436, 0.01774882711470127, -0.014868819154798985, -0.09685449302196503, -0.009844783693552017, -0.07043720781803131, -0.06733927130699158, 0.04527273029088974, -0.05211098864674568, 0.002044576220214367, -0.019329514354467392, -0.06075748801231384, -0.05261453613638878, 0.007593485526740551, 0.022654954344034195, 0.024698369204998016, 0.020321369171142578, -0.02717612311244011, 0.030806442722678185, 0.0767529234290123, -0.012149849906563759, 0.030421489849686623, -0.0071439119055867195, -0.022147027775645256, 0.000996764050796628, -0.14329802989959717, -0.024936139583587646, -0.11200037598609924, 0.028086306527256966, -0.019265709444880486, -6.661360885118484e-08, 0.018444344401359558, -0.024422558024525642, 0.001306386198848486, -0.002780559938400984, 0.0601385161280632, -0.032083287835121155, -0.11245813965797424, 0.014967194758355618, 0.056162990629673004, -0.04102508723735809, 0.04813472181558609, -0.02203330397605896, -0.029864266514778137, -0.01819322630763054, 0.04750712215900421, -0.08102720975875854, -0.0014652309473603964, 0.00035787365050055087, -0.082504503428936, -0.07616712898015976, 0.0006018996937200427, 0.00390347046777606, -0.07816160470247269, -0.01985420286655426, 0.05057946592569351, -0.01131781842559576, -0.07958664745092392, -0.01789841428399086, -0.013031029142439365, -0.022878888994455338, -0.046266838908195496, -0.021006055176258087, -0.0013384921476244926, -0.0364961251616478, 0.01316831074655056, -0.018578246235847473, 0.04627241939306259, 0.019102836027741432, 0.08564319461584091, 0.0671233981847763, -0.049730610102415085, 0.09045800566673279, 0.03352653235197067, 0.05871100723743439, -0.017603235319256783, 0.006218119990080595, -0.1345474123954773, 0.02974083460867405, 0.017641665413975716, 0.048090629279613495, -0.01720711961388588, -0.03179004415869713, -0.02840125374495983, 0.059368886053562164, 0.055331502109766006, 0.09025965631008148, 0.017361190170049667, -0.013723173178732395, 0.01930483616888523, 0.035075362771749496, 0.0900803729891777, -0.04669875279068947, -0.047471944242715836, -0.023121563717722893]",4.2,ManTech,VA,"Herndon, VA",Enterprise,58,Public,Research & Development,Business Services,Enterprise,
Data Scientist,154000.0,"[-0.08611806482076645, -0.005903257988393307, -0.03215111419558525, 0.03485789895057678, 0.011464681476354599, -0.028025561943650246, 0.008370600640773773, -0.02958921529352665, -0.025503160431981087, -0.012426383793354034, -0.0878453403711319, -0.04342753067612648, -0.002539869863539934, 0.06386609375476837, -0.06921275705099106, 0.05706999450922012, -0.07037340104579926, -0.05495768412947655, -0.07297460734844208, -0.084319569170475, -0.09484563022851944, -0.05618724972009659, 0.01570085808634758, -0.040258608758449554, -0.04797249659895897, 0.019920650869607925, 0.04717816039919853, -0.055422041565179825, -0.024025490507483482, -0.03296072781085968, -0.025414908304810524, 0.022416315972805023, 0.037178896367549896, 0.08465059101581573, -0.06220179796218872, 0.07830484956502914, -0.01612253300845623, 0.004613604862242937, 0.04784126579761505, 0.04520199075341225, -0.011649809777736664, -0.028826570138335228, -0.04678722098469734, -0.014157748781144619, -0.027350163087248802, -0.09111697226762772, 0.022548984736204147, -0.027459613978862762, -0.041439738124608994, 0.04626580700278282, -0.09303317964076996, -0.016027048230171204, 0.01701749674975872, -0.001307072932831943, 0.013438657857477665, 0.015668531879782677, 0.06219960004091263, -0.023204339668154716, -0.026889147236943245, -0.009186336770653725, 0.04538992792367935, -0.03506576642394066, -0.009927753359079361, 0.021638739854097366, -0.01669144444167614, 0.02178322896361351, 0.04151494428515434, 0.0971064493060112, -0.024773962795734406, -0.05347724258899689, -0.01218259334564209, -0.034490346908569336, -0.06746365875005722, 0.02105538919568062, 0.03560212627053261, 0.03665803000330925, 0.06150767579674721, 0.011890548281371593, 0.13430751860141754, -0.06141659989953041, 0.11319254338741302, 0.00013684264558833092, -0.04445292800664902, 0.053948402404785156, -0.04105307161808014, -0.051952753216028214, -0.044812899082899094, -0.02362115867435932, -0.07469885051250458, 0.05182993784546852, 0.05238735303282738, 0.06388793885707855, 0.021736016497015953, -0.0071714953519403934, 0.0423811711370945, -0.022593265399336815, -0.02986917644739151, -0.007457215338945389, 0.03926572948694229, -0.008397916331887245, -0.02728114277124405, 0.02512907050549984, 0.0168630201369524, 0.0572337843477726, -0.13187983632087708, -0.09743677824735641, 0.024906378239393234, -0.004971470218151808, 0.011516023427248001, 0.01786419190466404, 0.02792317233979702, 0.01254765223711729, -0.056011322885751724, 0.013110529631376266, -0.00554007338359952, -0.062101129442453384, -0.11959104984998703, 0.026549464091658592, 0.014696532860398293, 0.026352081447839737, -0.029857054352760315, 0.08149463683366776, -0.008750791661441326, 0.008877664804458618, 0.08753953129053116, 0.05289800465106964, -0.0732816755771637, 3.3399710372417365e-33, -0.020074499770998955, -0.019868794828653336, 0.030835174024105072, 0.03708651661872864, -0.05284057557582855, 0.010115760378539562, -0.022116640582680702, 0.029042677953839302, -0.11253812909126282, 0.0298506710678339, -0.08289195597171783, 0.09962338209152222, 0.02327151596546173, 0.01481086015701294, 0.00704200891777873, 0.014178422279655933, 0.04899022355675697, 0.027600105851888657, -0.10949121415615082, -0.01127195730805397, 0.015316398814320564, -0.020297737792134285, 0.00870369840413332, 0.007910938933491707, 0.03187326714396477, 0.009244445711374283, 0.021497901529073715, -0.017323562875390053, 0.02486448548734188, 0.03354830667376518, -0.047013912349939346, 0.0046949745155870914, -0.0926382765173912, 0.05181076377630234, 0.01810818538069725, -0.020597491413354874, -0.027930447831749916, -0.0652317926287651, 0.08024686574935913, 0.06154363974928856, -0.030893974006175995, 0.07065605372190475, -0.014202916994690895, -0.021698202937841415, -0.06694493442773819, 0.036700207740068436, 0.060049694031476974, 0.026387862861156464, 0.06852783262729645, 0.023773346096277237, -0.11595292389392853, -0.052204679697752, 0.07478929311037064, -0.013086392544209957, -0.006750913802534342, 0.056755173951387405, -0.022854408249258995, -0.0743754431605339, 0.06003861874341965, 0.020468251779675484, -0.0723453089594841, 0.09268547594547272, -0.046450912952423096, 0.033506400883197784, -0.05449262261390686, -0.015453039668500423, -0.017058927565813065, -0.009673720225691795, 0.10266156494617462, 0.0032119592651724815, -0.020380763337016106, -0.0267927385866642, 0.0830467939376831, 0.030594246461987495, 0.04723948985338211, -0.015163716860115528, 0.030611013993620872, 0.05699881911277771, -0.03793920576572418, 0.037794049829244614, -0.019063152372837067, -0.032811686396598816, 0.06841103732585907, -0.038313429802656174, -0.021740205585956573, 0.034324683248996735, 0.019673900678753853, -0.01842757686972618, -0.0017222900642082095, 0.0431237667798996, -0.12124053388834, -0.002851746277883649, 0.005260278470814228, 0.07497772574424744, -0.010722128674387932, -6.593482260928586e-33, 0.0313141830265522, -0.01517785806208849, 0.038903769105672836, -0.02277415804564953, 0.16854627430438995, -0.0056261965073645115, 0.039703477174043655, -0.10472527891397476, 0.06835714727640152, 0.011305766180157661, 0.02072371356189251, 0.03128618374466896, 0.07692527770996094, 0.009511602111160755, 0.027629241347312927, 0.016723081469535828, -0.062007054686546326, -0.06823842227458954, -0.0805048868060112, 0.017766214907169342, -0.03369801491498947, 0.039451729506254196, -0.011685589328408241, -0.010713859461247921, 0.023415284231305122, -0.024130484089255333, 0.031361788511276245, -0.06640670448541641, 0.07537941634654999, 0.032608166337013245, -0.037471164017915726, -0.000586094509344548, -0.04853944852948189, -0.04369105398654938, -0.0673518255352974, -0.007773333229124546, 0.11033929139375687, -0.053669195622205734, -0.04556542634963989, 0.059043724089860916, 0.04767454415559769, 0.051056426018476486, 0.02054261416196823, -0.0431956872344017, 0.030487269163131714, 0.048324666917324066, 0.06320568174123764, 0.04008447006344795, -0.08599885553121567, -0.018509697169065475, -0.013322940096259117, 0.07252014428377151, 0.05783354863524437, 0.028289802372455597, 0.00035360080073587596, 0.002872003009542823, 0.09487307071685791, -0.05933871120214462, -0.10385366529226303, 0.07753996551036835, 0.039979830384254456, 0.048807501792907715, 0.09743180871009827, 0.02350309118628502, -0.0306794885545969, -0.028927331790328026, 0.03711329400539398, -0.002108953893184662, -0.06812217831611633, -0.06187423691153526, -0.0034175501205027103, -0.09989239275455475, 0.01354790385812521, -0.0011015331838279963, -0.041153233498334885, -0.016123607754707336, -0.1392529457807541, -0.10454881936311722, 0.017198557034134865, 0.043135300278663635, 0.011694054119288921, -0.03644310683012009, -0.0023165452294051647, -0.000873359851539135, 0.044667333364486694, -0.004363854881376028, 0.020871903747320175, 0.014394637197256088, -0.05987662822008133, -0.06581971794366837, -0.11648796498775482, -0.12013565748929977, -0.11651837080717087, -0.009594738483428955, 0.0036849656607955694, -6.135660157724487e-08, 0.0011752867139875889, -0.025698961690068245, 0.05870184302330017, 0.0016294770175591111, 0.03499552980065346, -0.08345663547515869, -0.05795854702591896, 0.05567867308855057, 0.08423953503370285, 0.0509902760386467, 0.09697892516851425, -0.0031319474801421165, -0.04185817763209343, -0.029029052704572678, 0.02348957397043705, -0.036920055747032166, -0.00120606180280447, -0.021952541545033455, -0.015771755948662758, 0.00040681345853954554, 0.028551219031214714, -0.0057685114443302155, -0.05755956470966339, -0.04694244638085365, 0.06610764563083649, -0.054397713392972946, -0.09561464935541153, 0.038483552634716034, -0.06860113143920898, -0.07848741859197617, -0.047053173184394836, 0.008850599639117718, 0.019264116883277893, 0.006520626600831747, 0.03945063427090645, -0.07136569172143936, 0.021298136562108994, 0.017790522426366806, 0.010739889927208424, 0.0614917129278183, -0.05526029318571091, 0.06517154723405838, -0.012636766768991947, 0.0784715786576271, -0.062460530549287796, -0.02061048150062561, -0.01399068720638752, 0.03009602800011635, 0.02229597233235836, 0.031837161630392075, 0.003300310345366597, -0.019812731072306633, -0.006845907773822546, 0.0788283571600914, 0.0833272859454155, 0.1025412306189537, -0.008920964784920216, 0.001553986920043826, -0.049525316804647446, 0.04720288887619972, 0.034161489456892014, -0.06562944501638412, -0.04252161458134651, -0.052709873765707016]",3.8,Analysis Group,MA,"Boston, MA",Small,45,Private,Consulting,Business Services,Unknown,
